Time,Lat,Long,Diff From Last,Diff From Home
20:17:13.900,39.720385,-104.706255,0.000233805,0.014598708
20:17:13.996,39.720385,-104.7062533,0.000142547,0.014737927
20:17:14.100,39.72038333,-104.7062517,0.000233805,0.014917556
20:17:14.204,39.72038333,-104.7062517,0,0.014917556
20:17:14.300,39.72038167,-104.70625,0.000233805,0.015098668
20:17:14.396,39.72038,-104.7062483,0.000233805,0.015281211
20:17:14.500,39.72038,-104.706245,0.000285094,0.015557945
20:17:14.604,39.72037833,-104.7062417,0.000340035,0.015879376
20:17:14.700,39.72037833,-104.70624,0.000142547,0.016017614
20:17:14.804,39.720375,-104.7062367,0.00046761,0.016386793
20:17:14.900,39.72037167,-104.7062333,0.00046761,0.016760887
20:17:15.004,39.72037,-104.70623,0.000340035,0.017086389
20:17:15.100,39.72036833,-104.7062283,0.000233805,0.01727596
20:17:15.196,39.72036833,-104.7062267,0.000142547,0.017412446
20:17:15.300,39.72036333,-104.7062217,0.000701416,0.017986483
20:17:15.404,39.72036167,-104.7062183,0.000340035,0.018315112
20:17:15.500,39.72036,-104.7062167,0.000233805,0.018509063
20:17:15.604,39.72035667,-104.706215,0.000397116,0.018765339
20:17:15.700,39.720355,-104.7062117,0.000340035,0.019096271
20:17:15.804,39.72035333,-104.70621,0.000233805,0.019293703
20:17:15.900,39.72035167,-104.7062083,0.000233805,0.019491939
20:17:16.004,39.72035,-104.706205,0.000340035,0.01982414
20:17:16.100,39.72034833,-104.7062033,0.000233805,0.020023599
20:17:16.204,39.720345,-104.7062017,0.000397116,0.020292458
20:17:16.300,39.720345,-104.7062017,0,0.020292458
20:17:16.404,39.72034333,-104.7062,0.000233805,0.02049437
20:17:16.500,39.72034167,-104.7061983,0.000233805,0.020696954
20:17:16.596,39.72034167,-104.7061967,0.000142547,0.020828583
20:17:16.700,39.72034,-104.7061967,0.000185325,0.02090019
20:17:16.804,39.72033833,-104.706195,0.000233805,0.021104058
20:17:16.900,39.72033667,-104.706195,0.000185325,0.021177977
20:17:16.996,39.720335,-104.7061933,0.000233805,0.02138336
20:17:17.100,39.72033333,-104.7061933,0.000185325,0.021459518
20:17:17.204,39.72033167,-104.7061933,0.000185325,0.021537001
20:17:17.300,39.72033,-104.7061933,0.000185325,0.021615795
20:17:17.396,39.72033,-104.706195,0.000142547,0.021487097
20:17:17.500,39.72032833,-104.706195,0.000185325,0.021567666
20:17:17.700,39.72032667,-104.706195,0.000185325,0.021649522
20:17:17.899,39.72032667,-104.706195,0,0.021649522
20:17:17.996,39.72032667,-104.706195,0,0.021649522
20:17:18.100,39.72032667,-104.706195,0,0.021649522
20:17:18.204,39.72032833,-104.706195,0.000185325,0.021567666
20:17:18.300,39.72032833,-104.7061933,0.000142547,0.021695886
20:17:18.403,39.72032833,-104.7061917,0.000142547,0.021824284
20:17:18.500,39.72033,-104.7061917,0.000185325,0.021744666
20:17:18.595,39.72033,-104.70619,0.000142547,0.021873706
20:17:18.700,39.72033167,-104.70619,0.000185325,0.021795844
20:17:18.796,39.72033333,-104.7061883,0.000233805,0.021849405
20:17:18.899,39.72033333,-104.70619,0.000142547,0.021719285
20:17:19.003,39.72033333,-104.7061883,0.000142547,0.021849405
20:17:19.204,39.72033667,-104.70619,0.000397116,0.021570127
20:17:19.300,39.72034,-104.7061883,0.000397116,0.021558233
20:17:19.403,39.72034167,-104.7061867,0.000233805,0.021621266
20:17:19.500,39.720345,-104.7061867,0.00037065,0.021487418
20:17:19.595,39.72034833,-104.706185,0.000397116,0.021493355
20:17:19.699,39.72035167,-104.7061817,0.000467611,0.021641779
20:17:19.803,39.720355,-104.70618,0.000397116,0.021663177
20:17:19.899,39.72035833,-104.7061767,0.000467611,0.021828626
20:17:20.003,39.72036167,-104.706175,0.000397116,0.0218652
20:17:20.099,39.720365,-104.7061717,0.000467611,0.022047131
20:17:20.203,39.72036667,-104.7061667,0.00046607,0.022418493
20:17:20.299,39.72037167,-104.706165,0.000573958,0.02243582
20:17:20.403,39.72037333,-104.70616,0.00046607,0.022817565
20:17:20.499,39.72037667,-104.7061567,0.00046761,0.023028753
20:17:20.603,39.72038,-104.7061533,0.00046761,0.023247429
20:17:20.699,39.72038333,-104.7061483,0.000565913,0.023614494
20:17:20.803,39.720385,-104.7061433,0.00046607,0.024012904
20:17:20.899,39.72039,-104.7061367,0.00079638,0.024513211
20:17:21.003,39.72039167,-104.7061317,0.00046607,0.02491989
20:17:21.099,39.720395,-104.706125,0.000680069,0.025455104
20:17:21.203,39.72039833,-104.7061217,0.00046761,0.02571259
20:17:21.299,39.7204,-104.7061167,0.00046607,0.026128173
20:17:21.403,39.72040333,-104.7061117,0.000565913,0.026537022
20:17:21.499,39.72040667,-104.706105,0.000680069,0.027094044
20:17:21.595,39.72041,-104.7061,0.000565913,0.027514038
20:17:21.699,39.72041333,-104.7060933,0.000680069,0.028081727
20:17:21.795,39.72041833,-104.7060867,0.00079638,0.028657307
20:17:21.899,39.72042167,-104.70608,0.000680069,0.029236787
20:17:21.995,39.720425,-104.7060717,0.000803349,0.029962928
20:17:22.099,39.72042833,-104.7060667,0.000565913,0.030408249
20:17:22.203,39.72043333,-104.7060583,0.000903934,0.031154678
20:17:22.299,39.72043667,-104.7060517,0.000680069,0.031751572
20:17:22.403,39.72044,-104.7060433,0.000803349,0.032493699
20:17:22.499,39.720445,-104.7060367,0.00079638,0.03311604
20:17:22.603,39.72044833,-104.7060283,0.000803349,0.033865408
20:17:22.699,39.72045167,-104.70602,0.000803349,0.034617197
20:17:22.803,39.72045667,-104.70601,0.001020103,0.03553723
20:17:22.899,39.72046,-104.7060033,0.000680069,0.036153569
20:17:23.003,39.720465,-104.7059933,0.001020103,0.037082254
20:17:23.099,39.72047,-104.7059833,0.001020103,0.038015626
20:17:23.203,39.72047333,-104.705975,0.000803349,0.038780724
20:17:23.299,39.72047833,-104.705965,0.001020103,0.039720918
20:17:23.395,39.72048333,-104.705955,0.001020103,0.040664964
20:17:23.499,39.72048833,-104.7059467,0.000903933,0.041472956
20:17:23.603,39.72049333,-104.7059383,0.000903933,0.042284832
20:17:23.699,39.72049833,-104.7059283,0.001020103,0.043239461
20:17:23.795,39.72050333,-104.7059183,0.001020103,0.044197015
20:17:23.899,39.72050833,-104.7059083,0.001020103,0.045157309
20:17:23.995,39.72051333,-104.7058983,0.001020103,0.046120171
20:17:24.099,39.72051833,-104.7058883,0.001020103,0.047085443
20:17:24.203,39.72052333,-104.7058783,0.001020103,0.048052981
20:17:24.299,39.72052833,-104.7058667,0.001142262,0.049160276
20:17:24.403,39.720535,-104.7058567,0.001131824,0.050181361
20:17:24.499,39.72054,-104.7058467,0.001020103,0.051155768
20:17:24.595,39.72054667,-104.7058367,0.001131824,0.052184271
20:17:24.699,39.72055167,-104.705825,0.001142262,0.053299519
20:17:24.795,39.72055667,-104.705815,0.001020102,0.054279607
20:17:24.899,39.72056333,-104.7058033,0.001243052,0.05545267
20:17:24.995,39.72056833,-104.7057933,0.001020102,0.056436229
20:17:25.099,39.720575,-104.7057817,0.001243052,0.057614167
20:17:25.203,39.72058,-104.7057717,0.001020102,0.058600802
20:17:25.299,39.72058667,-104.7057617,0.001131824,0.059648188
20:17:25.403,39.72059333,-104.7057533,0.001028354,0.06056405
20:17:25.499,39.7206,-104.7057433,0.001131824,0.061617665
20:17:25.595,39.72060667,-104.7057333,0.001131824,0.062674008
20:17:25.699,39.72061333,-104.7057233,0.001131824,0.063732942
20:17:25.795,39.72062,-104.7057117,0.001243052,0.06492764
20:17:25.899,39.72062667,-104.7057017,0.001131824,0.065991083
20:17:25.995,39.72063333,-104.7056917,0.001131824,0.067056764
20:17:26.099,39.72064,-104.7056817,0.001131823,0.068124579
20:17:26.203,39.72064667,-104.7056717,0.001131823,0.069194428
20:17:26.299,39.72065333,-104.7056617,0.001131823,0.070266219
20:17:26.395,39.72066,-104.7056517,0.001131823,0.071339864
20:17:26.499,39.72066833,-104.7056417,0.001261004,0.072487573
20:17:26.595,39.720675,-104.7056317,0.001131823,0.073565493
20:17:26.699,39.72068167,-104.7056217,0.001131823,0.074645008
20:17:26.803,39.72068833,-104.7056117,0.001131823,0.075726051
20:17:26.907,39.72069333,-104.7056,0.00114226,0.076863482
20:17:27.003,39.7207,-104.7055917,0.001028353,0.077816368
20:17:27.099,39.72070667,-104.7055817,0.001131823,0.078900925
20:17:27.203,39.720715,-104.7055717,0.001261004,0.080064258
20:17:27.299,39.72072167,-104.70556,0.001243051,0.08128126
20:17:27.395,39.72072833,-104.70555,0.001131823,0.082369999
20:17:27.499,39.720735,-104.7055383,0.00124305,0.0835887
20:17:27.595,39.72074333,-104.7055267,0.00136172,0.084888051
20:17:27.699,39.72075167,-104.7055167,0.001261003,0.086061101
20:17:27.795,39.72076,-104.705505,0.00136172,0.087364502
20:17:27.899,39.72076667,-104.7054933,0.00124305,0.088587309
20:17:27.995,39.720775,-104.7054817,0.00136172,0.089893426
20:17:28.099,39.72078333,-104.7054717,0.001261003,0.091073974
20:17:28.203,39.72079,-104.70546,0.00124305,0.092299295
20:17:28.299,39.72079833,-104.7054483,0.00136172,0.093609691
20:17:28.395,39.72080667,-104.7054367,0.001361719,0.094921532
20:17:28.499,39.720815,-104.705425,0.001361719,0.096234758
20:17:28.595,39.72082333,-104.7054133,0.001361719,0.097549314
20:17:28.699,39.72083,-104.7054033,0.001131822,0.098652216
20:17:28.795,39.72083833,-104.7053917,0.001361719,0.09996894
20:17:28.899,39.72084667,-104.70538,0.001361719,0.101286853
20:17:29.003,39.72085333,-104.70537,0.001131821,0.102392094
20:17:29.099,39.72086167,-104.7053583,0.001361719,0.103711946
20:17:29.203,39.72087,-104.7053483,0.001261003,0.104908109
20:17:29.299,39.72087667,-104.7053367,0.001243049,0.106140193
20:17:29.403,39.72088333,-104.7053267,0.001131821,0.107248031
20:17:29.499,39.72089,-104.705315,0.001243049,0.108480715
20:17:29.595,39.72089833,-104.7053033,0.001361719,0.109804534
20:17:29.699,39.720905,-104.7052933,0.001131821,0.110913857
20:17:29.795,39.72091167,-104.7052817,0.001243048,0.112147538
20:17:29.899,39.72092,-104.70527,0.001361718,0.113473321
20:17:29.995,39.720925,-104.7052583,0.001142257,0.114615508
20:17:30.099,39.72093167,-104.7052467,0.001243048,0.115849783
20:17:30.203,39.72093833,-104.705235,0.001243048,0.117084244
20:17:30.299,39.720945,-104.70522,0.001481683,0.118565924
20:17:30.395,39.72095,-104.7052067,0.001268676,0.119831668
20:17:30.499,39.72095667,-104.7051933,0.001360131,0.121189755
20:17:30.595,39.72096333,-104.70518,0.001360131,0.122547887
20:17:30.699,39.72096833,-104.7051683,0.001142257,0.12369003
20:17:30.803,39.720975,-104.7051533,0.001481682,0.12517171
20:17:30.899,39.72098,-104.7051417,0.001142257,0.126313856
20:17:31.003,39.72098667,-104.7051267,0.001481682,0.127795536
20:17:31.099,39.72099167,-104.7051133,0.001268676,0.129061253
20:17:31.203,39.72099667,-104.7050967,0.001530042,0.130574379
20:17:31.299,39.72100167,-104.7050817,0.0013982,0.131964079
20:17:31.403,39.72100667,-104.705065,0.001530042,0.133477854
20:17:31.499,39.72101167,-104.70505,0.0013982,0.134867983
20:17:31.603,39.72101667,-104.7050333,0.001530042,0.136382366
20:17:31.699,39.72102,-104.7050183,0.001335379,0.137682
20:17:31.803,39.721025,-104.7050033,0.0013982,0.139072851
20:17:31.899,39.72103,-104.7049883,0.0013982,0.140463848
20:17:32.003,39.721035,-104.704975,0.001268675,0.141730527
20:17:32.099,39.72103833,-104.70496,0.001335379,0.143031598
20:17:32.203,39.72104167,-104.704945,0.001335378,0.144333295
20:17:32.299,39.721045,-104.70493,0.001335378,0.145635603
20:17:32.403,39.72105,-104.704915,0.0013982,0.147027647
20:17:32.499,39.72105333,-104.7049,0.001335378,0.148330806
20:17:32.595,39.72105667,-104.7048867,0.001199087,0.149509347
20:17:32.699,39.72105833,-104.7048717,0.001296225,0.150725226
20:17:32.795,39.72106167,-104.7048567,0.001335378,0.152030224
20:17:32.899,39.721065,-104.7048417,0.001335378,0.153335745
20:17:32.995,39.72106833,-104.7048283,0.001199086,0.154516044
20:17:33.099,39.72107,-104.7048133,0.001296225,0.155735477
20:17:33.203,39.721075,-104.7048,0.001268674,0.157003409
20:17:33.299,39.72107833,-104.7047867,0.001199086,0.158184637
20:17:33.403,39.72108167,-104.7047733,0.001199086,0.159366133
20:17:33.499,39.72108333,-104.70476,0.001155323,0.160461762
20:17:33.594,39.72108667,-104.704745,0.001335378,0.161770325
20:17:33.699,39.72109,-104.7047317,0.001199086,0.162952869
20:17:33.794,39.721095,-104.7047183,0.001268674,0.164221107
20:17:33.899,39.72109833,-104.704705,0.001199086,0.16540393
20:17:34.003,39.72110167,-104.7046917,0.001199086,0.166586985
20:17:34.106,39.721105,-104.7046783,0.001199086,0.167770267
20:17:34.203,39.72110667,-104.7046633,0.001296224,0.168995922
20:17:34.306,39.72111,-104.70465,0.001199086,0.170179904
20:17:34.402,39.72111333,-104.7046367,0.001199086,0.171364096
20:17:34.499,39.72111667,-104.7046233,0.001199086,0.172548494
20:17:34.603,39.72112167,-104.7046083,0.001398198,0.173944074
20:17:34.699,39.721125,-104.704595,0.001199086,0.175128764
20:17:34.803,39.72112833,-104.7045817,0.001199086,0.176313648
20:17:34.899,39.72113167,-104.7045667,0.001335377,0.177626032
20:17:34.995,39.721135,-104.7045517,0.001335377,0.178938756
20:17:35.098,39.72114,-104.7045383,0.001268673,0.180207348
20:17:35.202,39.72114333,-104.7045233,0.001335377,0.181520423
20:17:35.299,39.72114667,-104.70451,0.001199085,0.182706249
20:17:35.395,39.72115,-104.704495,0.001335377,0.18401988
20:17:35.499,39.72115167,-104.7044817,0.001155322,0.185123846
20:17:35.594,39.721155,-104.7044667,0.001335376,0.186438223
20:17:35.698,39.72115833,-104.7044533,0.001199085,0.187624987
20:17:35.794,39.72116,-104.70444,0.001155322,0.188730307
20:17:35.898,39.72116167,-104.7044267,0.001155322,0.189836223
20:17:36.002,39.721165,-104.7044133,0.001199085,0.191023737
20:17:36.098,39.72116667,-104.7044,0.001155322,0.192130525
20:17:36.202,39.72117,-104.7043867,0.001199085,0.193318465
20:17:36.298,39.72117,-104.7043717,0.001282906,0.1944743
20:17:36.394,39.72117167,-104.7043567,0.001296223,0.195711493
20:17:36.498,39.72117333,-104.7043433,0.001155322,0.196820698
20:17:36.602,39.721175,-104.7043283,0.001296223,0.198059278
20:17:36.698,39.72117667,-104.704315,0.001155322,0.199169628
20:17:36.802,39.72117833,-104.7043,0.001296223,0.200409545
20:17:36.898,39.72118,-104.7042867,0.001155322,0.201520999
20:17:37.002,39.72118167,-104.7042733,0.001155322,0.202632944
20:17:37.098,39.72118333,-104.7042583,0.001296223,0.203874728
20:17:37.202,39.721185,-104.704245,0.001155322,0.204987721
20:17:37.298,39.72118667,-104.70423,0.001296223,0.206230735
20:17:37.402,39.72118833,-104.7042167,0.001155322,0.20734474
20:17:37.498,39.72119167,-104.7042033,0.001199085,0.208536038
20:17:37.602,39.72119333,-104.70419,0.001155321,0.209650691
20:17:37.698,39.721195,-104.7041767,0.001155321,0.210765781
20:17:37.794,39.72119833,-104.7041633,0.001199084,0.211957554
20:17:37.898,39.7212,-104.70415,0.001155321,0.213073262
20:17:38.002,39.72120333,-104.7041367,0.001199084,0.2142653
20:17:38.098,39.721205,-104.704125,0.00101488,0.215251519
20:17:38.202,39.72120833,-104.7041117,0.001199084,0.216443778
20:17:38.298,39.72121167,-104.7040983,0.001199084,0.217636112
20:17:38.402,39.72121333,-104.704085,0.001155321,0.218753094
20:17:38.499,39.72121667,-104.7040717,0.001199084,0.219945671
20:17:38.594,39.72122,-104.7040583,0.001199084,0.221138318
20:17:38.698,39.72122333,-104.704045,0.001199084,0.222331034
20:17:38.794,39.72122833,-104.7040317,0.001268672,0.223598864
20:17:38.898,39.72123167,-104.7040183,0.001199084,0.224791623
20:17:38.994,39.721235,-104.704005,0.001199084,0.225984449
20:17:39.098,39.72124,-104.7039917,0.001268672,0.227252237
20:17:39.202,39.72124333,-104.70398,0.001064432,0.228314715
20:17:39.298,39.72124833,-104.7039683,0.001142253,0.229452138
20:17:39.394,39.72125167,-104.7039567,0.001064432,0.230514605
20:17:39.499,39.72125667,-104.703945,0.001142253,0.231652046
20:17:39.594,39.72126167,-104.7039333,0.001142253,0.232789534
20:17:39.698,39.72126667,-104.7039217,0.001142253,0.233927069
20:17:39.794,39.72127167,-104.70391,0.001142253,0.235064649
20:17:39.898,39.72127667,-104.7038983,0.001142253,0.236202275
20:17:39.994,39.72128167,-104.7038867,0.001142253,0.237339944
20:17:40.098,39.72128833,-104.703875,0.001243044,0.238553181
20:17:40.202,39.72129333,-104.7038633,0.001142253,0.239691009
20:17:40.298,39.72129833,-104.7038533,0.001020095,0.240698784
20:17:40.402,39.721305,-104.7038433,0.001131817,0.241782597
20:17:40.498,39.72131,-104.7038317,0.001142252,0.242920665
20:17:40.602,39.72131667,-104.7038217,0.001131817,0.244005045
20:17:40.698,39.72132333,-104.70381,0.001243044,0.245219691
20:17:40.802,39.72133,-104.7038,0.001131817,0.246304847
20:17:40.898,39.72133667,-104.70379,0.001131817,0.24739042
20:17:41.002,39.72134333,-104.70378,0.001131817,0.248476406
20:17:41.098,39.72135,-104.70377,0.001131817,0.249562799
20:17:41.202,39.72135833,-104.70376,0.001260998,0.250727205
20:17:41.306,39.721365,-104.7037533,0.000935216,0.251555939
20:17:41.402,39.72137333,-104.703745,0.00116902,0.252592902
20:17:41.498,39.72138167,-104.7037383,0.001087997,0.253501957
20:17:41.603,39.72139,-104.70373,0.00116902,0.254541331
20:17:41.698,39.72139833,-104.7037233,0.001087997,0.255453039
20:17:41.802,39.72140667,-104.703715,0.00116902,0.256494766
20:17:41.898,39.721415,-104.7037067,0.00116902,0.257537586
20:17:42.002,39.721425,-104.7037,0.001249614,0.258533675
20:17:42.098,39.72143333,-104.7036917,0.00116902,0.259579103
20:17:42.202,39.72144,-104.703685,0.000935216,0.260416202
20:17:42.298,39.72144833,-104.7036783,0.001087996,0.261335524
20:17:42.402,39.72145833,-104.7036717,0.001249614,0.262338169
20:17:42.498,39.72146667,-104.7036633,0.001169019,0.263388093
20:17:42.602,39.721475,-104.7036567,0.001087996,0.264311471
20:17:42.698,39.72148333,-104.70365,0.001087996,0.265236098
20:17:42.802,39.72149167,-104.703645,0.001020541,0.266034705
20:17:42.898,39.72150167,-104.7036383,0.001249614,0.267045857
20:17:43.002,39.72151,-104.7036333,0.001020541,0.267847714
20:17:43.098,39.72151833,-104.7036267,0.001087996,0.268777826
20:17:43.202,39.721525,-104.70362,0.000935215,0.269624107
20:17:43.298,39.721535,-104.703615,0.001191344,0.270515082
20:17:43.402,39.72154333,-104.7036083,0.001087996,0.271448837
20:17:43.498,39.72155167,-104.7036033,0.00102054,0.272257525
20:17:43.602,39.72156,-104.7035983,0.00102054,0.273067632
20:17:43.698,39.72157,-104.7035933,0.001191344,0.273966097
20:17:43.802,39.72157833,-104.7035883,0.00102054,0.274779372
20:17:43.898,39.72158833,-104.7035833,0.001191344,0.275681807
20:17:44.002,39.72159667,-104.7035783,0.00102054,0.27649819
20:17:44.098,39.72160667,-104.703575,0.001147914,0.277279351
20:17:44.202,39.72161333,-104.70357,0.000855801,0.27800994
20:17:44.298,39.72162333,-104.7035667,0.001147914,0.278794985
20:17:44.402,39.72163333,-104.7035633,0.001147914,0.279582539
20:17:44.498,39.72164333,-104.70356,0.001147914,0.280372581
20:17:44.602,39.72165167,-104.7035567,0.000969489,0.281074256
20:17:44.698,39.72166,-104.7035517,0.00102054,0.281901631
20:17:44.802,39.72167,-104.7035483,0.001147914,0.282697861
20:17:44.898,39.72168,-104.703545,0.001147914,0.283496503
20:17:44.994,39.72168833,-104.7035417,0.000969489,0.284205045
20:17:45.098,39.72169833,-104.7035367,0.001191344,0.285131334
20:17:45.202,39.72171,-104.703535,0.001305082,0.285906696
20:17:45.298,39.72172,-104.70353,0.001191344,0.286837679
20:17:45.402,39.72173,-104.7035283,0.001121049,0.287525182
20:17:45.498,39.72174167,-104.7035233,0.001365939,0.288555175
20:17:45.602,39.72175167,-104.7035217,0.001121049,0.289248138
20:17:45.698,39.72176167,-104.7035183,0.001147914,0.290065798
20:17:45.802,39.72177167,-104.7035167,0.001121049,0.290763875
20:17:45.898,39.72178333,-104.703515,0.001305082,0.291561377
20:17:46.002,39.72179333,-104.7035117,0.001147914,0.292386515
20:17:46.098,39.72180333,-104.70351,0.001121049,0.293092701
20:17:46.202,39.721815,-104.7035083,0.001305082,0.293899702
20:17:46.298,39.721825,-104.7035067,0.001121049,0.294611492
20:17:46.402,39.721835,-104.7035067,0.001111949,0.295205428
20:17:46.498,39.721845,-104.703505,0.001121049,0.295922502
20:17:46.602,39.72185667,-104.7035033,0.001305082,0.296742268
20:17:46.698,39.72186667,-104.7035033,0.001111949,0.297345115
20:17:46.794,39.72187667,-104.7035017,0.001121049,0.298070314
20:17:46.899,39.72188833,-104.7035017,0.001297274,0.298780449
20:17:47.002,39.72189833,-104.7035017,0.001111949,0.29939227
20:17:47.098,39.72191,-104.7035017,0.001297274,0.300109692
20:17:47.202,39.72192,-104.7035017,0.001111949,0.300727717
20:17:47.298,39.72193,-104.7035017,0.001111949,0.301348577
20:17:47.402,39.72194167,-104.7035033,0.001305082,0.301958638
20:17:47.498,39.72195167,-104.7035033,0.001111949,0.302585826
20:17:47.602,39.72196167,-104.7035033,0.001111949,0.303215795
20:17:47.698,39.72197167,-104.7035033,0.001111949,0.303848527
20:17:47.802,39.72198167,-104.7035033,0.001111949,0.304484004
20:17:47.898,39.72199167,-104.703505,0.001121049,0.305005617
20:17:48.002,39.72200167,-104.703505,0.001111949,0.30564678
20:17:48.098,39.72201333,-104.703505,0.001297274,0.306398207
20:17:48.202,39.72202333,-104.703505,0.001111949,0.307045187
20:17:48.298,39.72203333,-104.703505,0.001111949,0.307694825
20:17:48.394,39.72204333,-104.703505,0.001111949,0.308347103
20:17:48.498,39.72205333,-104.703505,0.001111949,0.309002007
20:17:48.602,39.72206333,-104.703505,0.001111949,0.309659518
20:17:48.698,39.72207167,-104.703505,0.000926624,0.310209424
20:17:48.802,39.72208167,-104.703505,0.001111949,0.310871673
20:17:48.898,39.72209167,-104.703505,0.001111949,0.311536483
20:17:49.002,39.72210167,-104.703505,0.001111949,0.312203838
20:17:49.098,39.72211167,-104.703505,0.001111949,0.312873721
20:17:49.202,39.72212333,-104.7035067,0.001305082,0.313545071
20:17:49.298,39.722135,-104.70351,0.00132823,0.314107385
20:17:49.402,39.72214667,-104.7035133,0.00132823,0.314674301
20:17:49.498,39.72215833,-104.703515,0.001305082,0.31535815
20:17:49.601,39.72216833,-104.703515,0.001111949,0.316043517
20:17:49.697,39.72218,-104.7035167,0.001305082,0.316734341
20:17:49.802,39.72219,-104.7035183,0.001121048,0.317313616
20:17:49.898,39.7222,-104.7035183,0.001111949,0.318007081
20:17:50.002,39.72221,-104.70352,0.001121048,0.318591868
20:17:50.098,39.72222,-104.7035217,0.001121048,0.31917952
20:17:50.202,39.72223,-104.7035217,0.001111949,0.319880536
20:17:50.297,39.72223833,-104.7035217,0.000926624,0.320466492
20:17:50.401,39.72224833,-104.7035217,0.001111949,0.321171757
20:17:50.498,39.72225833,-104.7035233,0.001121048,0.321769491
20:17:50.601,39.72226833,-104.7035233,0.001111949,0.322479574
20:17:50.698,39.72227833,-104.7035233,0.001111949,0.323191923
20:17:50.801,39.72228667,-104.7035233,0.000926624,0.323787267
20:17:50.897,39.72229667,-104.7035233,0.001111949,0.324503731
20:17:51.001,39.72230667,-104.7035233,0.001111949,0.325222419
20:17:51.098,39.722315,-104.703525,0.000937524,0.325714578
20:17:51.201,39.72232333,-104.703525,0.000926624,0.326316897
20:17:51.297,39.72233333,-104.703525,0.001111949,0.327041682
20:17:51.401,39.72234333,-104.703525,0.001111949,0.327768636
